route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
87908,nightbus,87908RYs-2558,Ulm ZOB,1,,87908RYs-2458
87908,nightbus,87908HYs-2730,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908RYs-2658,Ulm ZOB,1,,87908RYs-2458
87908,nightbus,87908HYs-2830,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908RYs-2858,Ulm ZOB,1,,87908RYs-2458
87908,nightbus,87908HYs-2430,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908HYs-2630,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908HYs-2130,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908HYs-2030,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908RYs-2758,Ulm ZOB,1,,87908RYs-2458
87908,nightbus,87908HYs-1830,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908HYs-2230,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908HYs-2530,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908RYs-2258,Ulm ZOB,1,,87908RYs-2458
87908,nightbus,87908RYs-2358,Ulm ZOB,1,,87908RYs-2458
87908,nightbus,87908RYs-2058,Ulm ZOB,1,,87908RYs-2458
87908,nightbus,87908HYs-2330,Donaustetten,0,,87908HYs-2730
87908,nightbus,87908RYs-1958,Ulm ZOB,1,,87908RYs-2458
87908,nightbus,87908RYs-1858,Ulm ZOB,1,,87908RYs-2458
87045,0,87045H0-1637,Universität Süd,0,,87045H0-1637
87045,0,87045R0-1505,Jungingen,1,,87045R0-1505
87045,0,87045H0-1537,Universität Süd,0,,87045H0-1637
87045,0,87045R0-1605,Jungingen,1,,87045R0-1505
87045,0,87045H0-0737,Universität Süd,0,,87045H0-1637
87045,0,87045R0-1705,Jungingen,1,,87045R0-1505
87045,0,87045H0-0537,Wissenschaftsstadt,0,,87045H0-0537
87045,0,87045H0-1437,Universität Süd,0,,87045H0-1637
87045,0,87045R0-0905,Jungingen,1,,87045R0-1505
87045,0,87045R0-0805,Jungingen,1,,87045R0-1505
87045,0,87045R0-1405,Jungingen,1,,87045R0-1505
87045,0,87045R0-1805,Jungingen,1,,87045R0-1505
87045,0,87045H0-0837,Universität Süd,0,,87045H0-1637
87045,0,87045R0-0605,Jungingen,1,,87045R0-0605
87045,0,87045H0-0937,Universität Süd,0,,87045H0-1637
87045,0,87045H0-1737,Universität Süd,0,,87045H0-1637
87045,0,87045R0-0705,Jungingen,1,,87045R0-0605
87045,0,87045H0-1337,Universität Süd,0,,87045H0-1637
87045,0,87045H0-0637,Wissenschaftsstadt,0,,87045H0-0537
87015,0,87015R0-1710,Willy-Brandt-Platz,1,,87015R0-1710
87015,0,87015H0-0925,Universität Süd,0,,87015H0-0925
87015,0,87015H0-0725,Universität Süd,0,,87015H0-0925
87015,0,87015R0-1610,Willy-Brandt-Platz,1,,87015R0-1710
87015,0,87015R0-1810,Willy-Brandt-Platz,1,,87015R0-1710
87015,0,87015H0-0615,Universität Süd,0,,87015H0-0925
87015,0,87015H0-0825,Universität Süd,0,,87015H0-0925
87015,0,87015H0-0515,Universität Süd,0,,87015H0-0925
87006,3,87006H3-0751,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-0721,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006R2-1839,Donaustadion,1,,87006R2-1839
87006,3,87006R3-1109,Donaustadion,1,,87006R2-1839
87006,2,87006R2-0644,Donaustadion,1,,87006R2-1839
87006,3,87006H3-0721,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-2344,Donaustadion,1,,87006R2-1839
87006,2,87006H2-1646,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1246,Wissenschaftsstadt,0,,87006H0-1246
87006,2,87006R2-1249,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006H2-1606,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006R2-1459,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1446,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006H3-1346,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006R2-1259,Donaustadion,1,,87006R2-1839
87006,0,87006R0-0957,Donaustadion,1,,87006R0-0957
87006,3,87006R3-1439,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1740,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006R2-2017,Donaustadion,1,,87006R2-1839
87006,0,87006H0-0826,Wissenschaftsstadt,0,,87006H0-1246
87006,2,87006H2-1626,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-2114,Donaustadion,1,,87006R2-1839
87006,3,87006R3-0514,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006R2-1559,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1307,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,3,87006R3-1139,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1407,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006R2-0857,Donaustadion,1,,87006R2-1839
87006,3,87006R3-0914,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1616,Donaustadion,1,,87006R0-0957
87006,2,87006R2-0757,Donaustadion,1,,87006R2-1839
87006,3,87006R3-1224,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,Fb,87006H3-2421,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-1636,Donaustadion,1,,87006R0-0957
87006,2,87006H2-0743,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-2314,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1646,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,0,87006R0-1626,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006R2-2144,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1447,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006R2-2044,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1710,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006H2-1143,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1909,Donaustadion,1,,87006R2-1839
87006,0,87006H0-0603,Universität Süd,0,,87006H0-0603
87006,2,87006H2-2121,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1106,Universität Süd,0,,87006H0-0603
87006,0,87006H0-0828,Universität Süd,0,,87006H0-0603
87006,3,87006R3-2244,Donaustadion,1,,87006R2-1839
87006,2,87006H2-0621,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1446,Wissenschaftsstadt,0,,87006H0-1246
87006,3,87006H3-0530,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006R2-1037,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1146,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1854,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006R2-1057,Donaustadion,1,,87006R2-1839
87006,3,87006R3-2024,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,3,87006R3-1954,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,3,87006R3-2214,Donaustadion,1,,87006R2-1839
87006,0,87006H0-2251,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-0756,Donaustadion,1,,87006R0-0957
87006,3,87006R3-1124,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,3,87006H3-2151,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1146,Universität Süd,0,,87006H0-0603
87006,0,87006H0-0946,Universität Süd,0,,87006H0-0603
87006,0,87006R0-0746,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006R2-1719,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1826,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-0626,Universität Süd,0,,87006H0-0603
87006,3,87006R3-1324,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,0,87006R0-2244,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1736,Donaustadion,1,,87006R0-0957
87006,0,87006R0-1726,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,0,87006R0-1117,Donaustadion,1,,87006R0-0957
87006,0,87006H0-1448,Universität Süd,0,,87006H0-0603
87006,2,87006H2-0803,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-0823,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-1417,Donaustadion,1,,87006R0-0957
87006,2,87006H2-1003,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1346,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006R0-1437,Donaustadion,1,,87006R0-0957
87006,0,87006R0-0857,Donaustadion,1,,87006R0-0957
87006,3,87006R3-1239,Donaustadion,1,,87006R2-1839
87006,2,87006H2-1043,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-0816,Donaustadion,1,,87006R0-0957
87006,3,87006H3-0630,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006H3-1051,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1023,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006R2-1639,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1836,Donaustadion,1,,87006R0-0957
87006,3,87006R3-1709,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1457,Donaustadion,1,,87006R0-0957
87006,2,87006H2-1706,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1654,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,3,87006H3-0921,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-0530,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006R2-1819,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1903,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1226,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-0555,Donaustadion,1,,87006R0-0957
87006,2,87006R2-2344,Donaustadion,1,,87006R2-1839
87006,3,87006R3-1014,Donaustadion,1,,87006R2-1839
87006,3,87006H3-0821,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1154,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006R2-1439,Donaustadion,1,,87006R2-1839
87006,3,87006R3-0844,Donaustadion,1,,87006R2-1839
87006,3,87006R3-1624,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006H2-0551,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006H3-2010,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006R0-0535,Donaustadion,1,,87006R0-0957
87006,3,87006R3-1824,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,3,87006H3-1916,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006R2-0957,Donaustadion,1,,87006R2-1839
87006,2,87006R2-1529,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006R2-0837,Donaustadion,1,,87006R2-1839
87006,2,87006R2-0937,Donaustadion,1,,87006R2-1839
87006,2,87006R2-1509,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,3,87006H3-1640,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006H3-1310,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006H2-1223,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006H3-0600,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006R0-1427,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,3,87006H3-1516,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-1327,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,3,87006H3-1416,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-0826,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006H2-1123,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006H3-1240,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006H0-1526,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-2344,Donaustadion,1,,87006R2-1839
87006,3,87006H3-2016,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006H3-2221,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-1227,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,0,87006R0-1217,Donaustadion,1,,87006R0-0957
87006,0,87006H0-1126,Universität Süd,0,,87006H0-0603
87006,3,87006H3-1340,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006H2-2051,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-0944,Donaustadion,1,,87006R2-1839
87006,3,87006R3-1554,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006H2-1846,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1428,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006H3-1316,Eselsberg Hasenkopf,0,,87006H3-0751
87006,Fa,87006H0-2421,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-0651,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1639,Donaustadion,1,,87006R2-1839
87006,2,87006H2-1746,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-0708,Universität Süd,0,,87006H0-0603
87006,3,87006R3-1754,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006R2-2244,Donaustadion,1,,87006R2-1839
87006,2,87006R2-0454,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006H2-1448,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1528,Universität Süd,0,,87006H0-0603
87006,2,87006R2-1429,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,0,87006H0-1328,Universität Süd,0,,87006H0-0603
87006,3,87006H3-0951,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1348,Universität Süd,0,,87006H0-0603
87006,2,87006R2-1449,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,3,87006H3-2351,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1044,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1548,Universität Süd,0,,87006H0-0603
87006,0,87006R0-2144,Donaustadion,1,,87006R2-1839
87006,2,87006H2-1426,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006R0-1317,Donaustadion,1,,87006R0-0957
87006,3,87006H3-1021,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1248,Universität Süd,0,,87006H0-0603
87006,2,87006R2-1419,Donaustadion,1,,87006R2-1839
87006,3,87006R3-0714,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1716,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-0706,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-1337,Donaustadion,1,,87006R0-0957
87006,2,87006R2-0714,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1228,Universität Süd,0,,87006H0-0603
87006,0,87006R0-1357,Donaustadion,1,,87006R0-0957
87006,0,87006H0-1208,Universität Süd,0,,87006H0-0603
87006,2,87006R2-1519,Donaustadion,1,,87006R2-1839
87006,2,87006R2-1619,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1756,Donaustadion,1,,87006R0-0957
87006,2,87006H2-1943,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-2321,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1446,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006R0-1037,Donaustadion,1,,87006R0-0957
87006,0,87006R0-1746,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,0,87006H0-1326,Wissenschaftsstadt,0,,87006H0-1246
87006,2,87006R2-1157,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1910,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006H3-1440,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006R3-1354,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,0,87006H0-1346,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006H0-2003,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-1017,Donaustadion,1,,87006R0-0957
87006,0,87006R0-0836,Donaustadion,1,,87006R0-0957
87006,0,87006H0-0543,Universität Süd,0,,87006H0-0603
87006,2,87006R2-1319,Donaustadion,1,,87006R2-1839
87006,2,87006H2-1903,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1728,Universität Süd,0,,87006H0-0603
87006,0,87006R0-1207,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006R2-2114,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1616,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006R2-0544,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1410,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006H2-1923,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1708,Universität Süd,0,,87006H0-0603
87006,0,87006R0-1247,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006H2-1103,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1509,Donaustadion,1,,87006R2-1839
87006,0,87006H0-2151,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1306,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-1557,Donaustadion,1,,87006R0-0957
87006,3,87006H3-1946,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-1347,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,0,87006H0-1748,Universität Süd,0,,87006H0-0603
87006,0,87006R0-1547,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,3,87006R3-0744,Donaustadion,1,,87006R2-1839
87006,3,87006R3-1254,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,0,87006R0-2214,Donaustadion,1,,87006R2-1839
87006,2,87006R2-2314,Donaustadion,1,,87006R2-1839
87006,2,87006R2-1409,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006R2-1359,Donaustadion,1,,87006R2-1839
87006,Fb,87006R3-2414,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1646,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-2051,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1409,Donaustadion,1,,87006R2-1839
87006,0,87006R0-0615,Donaustadion,1,,87006R0-0957
87006,0,87006H0-1726,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-1957,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1606,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,0,87006H0-1706,Wissenschaftsstadt,0,,87006H0-1246
87006,3,87006H3-2121,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-1937,Donaustadion,1,,87006R2-1839
87006,2,87006H2-2351,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1246,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006H0-1308,Universität Süd,0,,87006H0-0603
87006,Fa,87006R0-2414,Donaustadion,1,,87006R2-1839
87006,3,87006H3-1246,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-2321,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1006,Universität Süd,0,,87006H0-0603
87006,2,87006H2-1203,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-2314,Donaustadion,1,,87006R2-1839
87006,0,87006R0-0656,Donaustadion,1,,87006R0-0957
87006,3,87006R3-1609,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1206,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006H0-1746,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-0636,Donaustadion,1,,87006R0-0957
87006,2,87006H2-2421,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006R0-1917,Donaustadion,1,,87006R2-1839
87006,3,87006R3-1809,Donaustadion,1,,87006R2-1839
87006,0,87006R0-0646,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006R2-1329,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,3,87006H3-1210,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006H0-0808,Universität Süd,0,,87006H0-0603
87006,0,87006H0-1428,Universität Süd,0,,87006H0-0603
87006,0,87006R0-1137,Donaustadion,1,,87006R0-0957
87006,0,87006R0-1237,Donaustadion,1,,87006R0-0957
87006,2,87006R2-1017,Donaustadion,1,,87006R2-1839
87006,2,87006R2-0514,Donaustadion,1,,87006R2-1839
87006,3,87006R3-1309,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1257,Donaustadion,1,,87006R0-0957
87006,0,87006H0-1506,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-1157,Donaustadion,1,,87006R0-0957
87006,2,87006H2-1248,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1546,Wissenschaftsstadt,0,,87006H0-1246
87006,2,87006R2-1309,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,0,87006H0-1408,Universität Süd,0,,87006H0-0603
87006,0,87006R0-0706,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006R2-0817,Donaustadion,1,,87006R2-1839
87006,2,87006R2-2414,Donaustadion,1,,87006R2-1839
87006,0,87006H0-0646,Wissenschaftsstadt,0,,87006H0-1246
87006,2,87006R2-1349,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,0,87006R0-0716,Donaustadion,1,,87006R0-0957
87006,2,87006H2-1306,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006R3-0644,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1628,Universität Süd,0,,87006H0-0603
87006,2,87006R2-1539,Donaustadion,1,,87006R2-1839
87006,0,87006R0-0937,Donaustadion,1,,87006R0-0957
87006,3,87006R3-0544,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,0,87006R0-0517,Donaustadion,1,,87006R2-1839
87006,0,87006H0-0806,Wissenschaftsstadt,0,,87006H0-1246
87006,3,87006R3-0814,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1426,Wissenschaftsstadt,0,,87006H0-1246
87006,2,87006R2-1739,Donaustadion,1,,87006R2-1839
87006,2,87006H2-1326,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006H3-2321,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1524,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,2,87006R2-1759,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1406,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-0457,Wiblingen (Alte Siedlung),1,,87006R2-1249
87006,0,87006R0-0917,Donaustadion,1,,87006R0-0957
87006,3,87006H3-1510,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006H2-1528,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1826,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006H3-1610,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006H3-1116,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006H3-1810,Wissenschaftsstadt,0,,87006H3-1740
87006,2,87006H2-1328,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1726,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1308,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1209,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1826,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006H2-1526,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006R3-1739,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1057,Donaustadion,1,,87006R0-0957
87006,3,87006R3-1939,Donaustadion,1,,87006R2-1839
87006,2,87006H2-2151,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-1923,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006R2-1659,Donaustadion,1,,87006R2-1839
87006,0,87006H0-1943,Eselsberg Hasenkopf,0,,87006H3-0751
87006,0,87006H0-2221,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1339,Donaustadion,1,,87006R2-1839
87006,0,87006H0-0846,Wissenschaftsstadt,0,,87006H0-1246
87006,0,87006R0-1806,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,2,87006H2-1348,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006R2-1857,Donaustadion,1,,87006R2-1839
87006,3,87006H3-2051,Eselsberg Hasenkopf,0,,87006H3-0751
87006,3,87006R3-1539,Donaustadion,1,,87006R2-1839
87006,2,87006H2-1506,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006H3-1846,Eselsberg Hasenkopf,0,,87006H3-0751
87006,2,87006H2-1406,Wissenschaftsstadt,0,,87006H3-1740
87006,0,87006R0-1537,Donaustadion,1,,87006R0-0957
87006,0,87006H0-0523,Universität Süd,0,,87006H0-0603
87006,2,87006R2-1339,Donaustadion,1,,87006R2-1839
87006,0,87006R0-1527,Wiblingen (Alte Siedlung),1,,87006R0-1307
87006,0,87006H0-1606,Wissenschaftsstadt,0,,87006H0-1246
87006,3,87006H3-2040,Wissenschaftsstadt,0,,87006H3-1740
87006,3,87006H3-1746,Eselsberg Hasenkopf,0,,87006H3-0751
