route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
87005,0,87005R0-1332,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-1612,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-1402,Wiley,1,,87005R0-1642
87005,3,87005R3-2011,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-0537,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-1306,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005R2-0631,Wiley,1,,87005R2-2401
87005,Fa,87005R0-2456,Ludwigsfeld,1,,87005R2-2435
87005,2,87005H2-1326,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-0637,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005H3-2020,Wissenschaftsstadt,0,,87005H0-2020
87005,2,87005R2-0911,Ludwigsfeld,1,,87005R0-1432
87005,3,87005H3-0935,Hauptbahnhof,0,,87005H2-2305
87005,2,87005H2-1918,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005H0-2205,Hauptbahnhof,0,,87005H2-2305
87005,2,87005R2-0841,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-0706,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-1316,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-2026,Ludwigsfeld,1,,87005R2-2435
87005,2,87005H2-1716,Wissenschaftsstadt,0,,87005H0-0520
87005,Fa,87005H0-2409,Hauptbahnhof,0,,87005H2-2305
87005,3,87005H3-1620,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-1556,Wiley,1,,87005R0-1642
87005,3,87005R3-2131,Wiley,1,,87005R2-2401
87005,2,87005R2-1912,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-1526,Wiley,1,,87005R0-1642
87005,3,87005R3-2203,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-1801,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-2137,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-0439,Ludwigsfeld,1,,87005R0-0509
87005,0,87005H0-0550,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005R2-1532,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-0953,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-2233,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-2133,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-2101,Wiley,1,,87005R2-2401
87005,0,87005H0-1601,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005R0-2101,Wiley,1,,87005R2-2401
87005,2,87005R2-1332,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-1542,Wiley,1,,87005R0-1642
87005,0,87005R0-0743,Wiley,1,,87005R0-1642
87005,0,87005R0-0943,Wiley,1,,87005R0-1642
87005,2,87005H2-1416,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-1456,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-0635,Hauptbahnhof,0,,87005H2-2305
87005,3,87005H3-2005,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005R0-1222,Wiley,1,,87005R0-1642
87005,0,87005R0-1522,Wiley,1,,87005R0-1642
87005,0,87005H0-2407,Wissenschaftsstadt,0,,87005H0-2020
87005,0,87005R0-1212,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-2201,Wiley,1,,87005R2-2401
87005,0,87005H0-1531,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005H3-1650,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-1232,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-2135,Hauptbahnhof,0,,87005H2-2305
87005,0,87005R0-1242,Wiley,1,,87005R0-1642
87005,0,87005H0-0650,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005H0-0620,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005R0-1542,Wiley,1,,87005R0-1642
87005,0,87005R0-1122,Wiley,1,,87005R0-1642
87005,2,87005H2-1105,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005H0-1407,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005H0-2005,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005R2-2231,Wiley,1,,87005R2-2401
87005,2,87005H2-1826,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-1516,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005H3-1550,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-1202,Wiley,1,,87005R0-1642
87005,3,87005H3-1350,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-1816,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005R0-2103,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-1506,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-1205,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005R3-2133,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-1427,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005H0-1551,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-0801,Wiley,1,,87005R2-2401
87005,0,87005H0-1417,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005H3-0448,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-1926,Wiley,1,,87005R0-1642
87005,3,87005R3-2401,Wiley,1,,87005R2-2401
87005,0,87005H0-1541,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005R2-2103,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-0703,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-1956,Wiley,1,,87005R0-1642
87005,0,87005R0-0641,Wiley,1,,87005R0-1642
87005,0,87005R0-0853,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-1426,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-1756,Wiley,1,,87005R0-1642
87005,2,87005R2-1156,Wiley,1,,87005R0-1642
87005,0,87005H0-2405,Hauptbahnhof,0,,87005H2-2305
87005,0,87005H0-1136,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-1706,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005H0-1337,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005H3-1035,Hauptbahnhof,0,,87005H2-2305
87005,Fa,87005H0-2418,Wissenschaftsstadt,0,,87005H0-2020
87005,0,87005H0-1327,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-1356,Wiley,1,,87005R0-1642
87005,3,87005H3-1107,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-2237,Wissenschaftsstadt,0,,87005H0-0746
87005,Fb,87005H3-2418,Wissenschaftsstadt,0,,87005H0-2020
87005,2,87005H2-0905,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-1746,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-2403,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-1612,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-1841,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-1622,Wiley,1,,87005R0-1642
87005,3,87005R3-1741,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-1446,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005H3-1920,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005R2-1011,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-0433,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005H3-1250,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-1341,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-1141,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-1802,Wiley,1,,87005R0-1642
87005,0,87005H0-2050,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-1541,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-2026,Ludwigsfeld,1,,87005R2-2435
87005,3,87005H3-1820,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005R2-1342,Wiley,1,,87005R0-1642
87005,2,87005H2-1726,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-0701,Wiley,1,,87005R2-2401
87005,0,87005R0-1941,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-0635,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-1013,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-2101,Wiley,1,,87005R2-2401
87005,2,87005H2-1135,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-1020,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005H0-1731,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005R2-0811,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-1552,Ludwigsfeld,1,,87005R0-1432
87005,3,87005H3-1037,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-1312,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-1652,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-1711,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005R2-1602,Wiley,1,,87005R0-1642
87005,3,87005H3-1105,Hauptbahnhof,0,,87005H2-2305
87005,2,87005H2-2235,Hauptbahnhof,0,,87005H2-2305
87005,0,87005R0-1302,Wiley,1,,87005R0-1642
87005,0,87005H0-1226,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-1220,Wissenschaftsstadt,0,,87005H0-0746
87005,Nb,87005R3-2405,Ludwigsfeld,1,,87005R2-2435
87005,0,87005R0-1352,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-1342,Wiley,1,,87005R0-1642
87005,0,87005H0-1126,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005H0-1156,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005R3-1626,Wiley,1,,87005R0-1642
87005,3,87005R3-0731,Wiley,1,,87005R2-2401
87005,0,87005R0-1956,Wiley,1,,87005R0-1642
87005,2,87005R2-1041,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-1512,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-1412,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-1935,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005H3-2105,Hauptbahnhof,0,,87005H2-2305
87005,3,87005R3-1241,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-1636,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005H3-1220,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-0933,Ludwigsfeld,1,,87005R0-1432
87005,3,87005H3-1007,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-0923,Wiley,1,,87005R0-1642
87005,2,87005H2-0705,Hauptbahnhof,0,,87005H2-2305
87005,2,87005H2-1235,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-1436,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-0805,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005R0-2233,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-1146,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005H3-1905,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005R2-1552,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-1003,Ludwigsfeld,1,,87005R0-1432
87005,3,87005H3-0937,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005R2-1352,Ludwigsfeld,1,,87005R0-1432
87005,3,87005H3-1205,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005R3-1811,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-0723,Wiley,1,,87005R0-1642
87005,2,87005H2-1035,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005R3-1156,Wiley,1,,87005R0-1642
87005,2,87005H2-1848,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005H3-1935,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005R3-0733,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-0850,Wissenschaftsstadt,0,,87005H0-0746
87005,3,87005R3-0833,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-1736,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005H0-1849,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005R2-1712,Ludwigsfeld,1,,87005R0-1432
87005,2,87005H2-0707,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005H2-2022,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005H3-2107,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005R2-1702,Wiley,1,,87005R0-1642
87005,0,87005H0-0856,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005H0-1721,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005R0-1602,Wiley,1,,87005R0-1642
87005,2,87005H2-2205,Hauptbahnhof,0,,87005H2-2305
87005,3,87005H3-2137,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-0653,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-2231,Wiley,1,,87005R2-2401
87005,0,87005R0-1003,Wiley,1,,87005R0-1642
87005,2,87005H2-0737,Wissenschaftsstadt,0,,87005H0-0746
87005,2,87005R2-1412,Ludwigsfeld,1,,87005R0-1432
87005,3,87005R3-0633,Ludwigsfeld,1,,87005R0-1432
87005,0,87005H0-1006,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005R0-1402,Wiley,1,,87005R0-1642
87005,2,87005R2-1722,Wiley,1,,87005R0-1642
87005,2,87005H2-1836,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005H0-1216,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-2207,Wissenschaftsstadt,0,,87005H0-0746
87005,0,87005H0-0716,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005R2-1732,Ludwigsfeld,1,,87005R0-1432
87005,3,87005H3-1635,Wissenschaftsstadt,0,,87005H0-0520
87005,2,87005H2-1846,Wissenschaftsstadt,0,,87005H0-2020
87005,3,87005R3-0831,Wiley,1,,87005R2-2401
87005,2,87005R2-0754,Ludwigsfeld,1,,87005R0-0509
87005,0,87005H0-1236,Wissenschaftsstadt,0,,87005H0-0520
87005,3,87005H3-1235,Wissenschaftsstadt,0,,87005H0-0520
87005,0,87005R0-2303,Ludwigsfeld,1,,87005R0-1432
87005,2,87005R2-1752,Ludwigsfeld,1,,87005R0-1432
87005,0,87005R0-1422,Wiley,1,,87005R0-1642
87005,3,87005R3-1656,Wiley,1,,87005R0-1642
87005,0,87005H0-1847,Wissenschaftsstadt,0,,87005H0-2020
87005,2,87005R2-1742,Wiley,1,,87005R0-1642
87004,2,87004H2-1428,Böfingen Süd,0,,87004H2-1428
87004,2,87004H2-1215,Böfingen Süd,0,,87004H2-1428
87004,2,87004R2-1635,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1235,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1534,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1524,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-1909,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-1747,Böfingen Süd,0,,87004H2-1428
87004,0,87004R0-0609,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1544,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-1354,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1235,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1135,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1655,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1448,Böfingen Süd,0,,87004H2-1428
87004,0,87004R0-1554,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1728,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-1727,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-2324,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1449,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-0704,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1748,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-1110,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1939,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-1707,Böfingen Süd,0,,87004H2-1428
87004,0,87004R0-0524,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-0708,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-2354,Böfingen Süd,0,,87004H0-2324
87004,2,87004H2-1848,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-0950,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-1315,Böfingen Süd,0,,87004H2-1428
87004,2,87004R2-0939,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-1028,Böfingen Süd,0,,87004H2-1428
87004,0,87004R0-1924,Grimmelfingen,1,,87004R2-1635
87004,3,87004H3-1354,Böfingen Süd,0,,87004H0-2324
87004,2,87004H2-0454,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1205,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-2024,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-2324,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-0754,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1128,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-0650,Böfingen Süd,0,,87004H0-2324
87004,3,87004R3-1654,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1025,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1045,Böfingen Süd,0,,87004H2-1428
87004,0,87004R0-1015,Grimmelfingen,1,,87004R2-1635
87004,3,87004R3-1909,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-0809,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-1554,Grimmelfingen,1,,87004R2-1635
87004,3,87004H3-1324,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1844,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-2154,Böfingen Süd,0,,87004H0-2324
87004,2,87004H2-0954,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-1654,Böfingen Süd,0,,87004H0-2324
87004,3,87004R3-1754,Grimmelfingen,1,,87004R2-1635
87004,0,87004H0-1250,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1447,Böfingen Süd,0,,87004H2-1428
87004,3,87004H3-1345,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-1050,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-0554,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-1005,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-1854,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1834,Grimmelfingen,1,,87004R2-1635
87004,3,87004H3-1054,Böfingen Süd,0,,87004H0-2324
87004,3,87004R3-1024,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-1330,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1145,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-1645,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-1805,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-1505,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-2009,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-1245,Grimmelfingen,1,,87004R0-1524
87004,3,87004H3-0524,Böfingen Süd,0,,87004H0-2324
87004,2,87004H2-1054,Böfingen Süd,0,,87004H0-2324
87004,2,87004R2-2424,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-1225,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-0554,Böfingen Süd,0,,87004H0-2324
87004,2,87004R2-1039,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1024,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1125,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-2324,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-1254,Böfingen Süd,0,,87004H0-2324
87004,2,87004R2-1815,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1835,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-2354,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1744,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-0539,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1845,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1648,Böfingen Süd,0,,87004H2-1428
87004,2,87004R2-0724,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-0924,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1825,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-1435,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1610,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-1715,Böfingen Süd,0,,87004H2-1428
87004,2,87004R2-1024,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-0745,Böfingen Süd,0,,87004H2-1428
87004,2,87004H2-1410,Böfingen Süd,0,,87004H0-2324
87004,2,87004R2-1124,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1445,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-1624,Grimmelfingen,1,,87004R2-1635
87004,3,87004H3-1454,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1954,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-0908,Böfingen Süd,0,,87004H2-1428
87004,2,87004H2-1310,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-2009,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-1545,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-1755,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1810,Böfingen Süd,0,,87004H0-2324
87004,2,87004H2-1015,Böfingen Süd,0,,87004H2-1428
87004,2,87004R2-1745,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-2054,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1708,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-0439,Böfingen Süd,0,,87004H0-0439
87004,0,87004H0-1729,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-0905,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-1954,Grimmelfingen,1,,87004R2-1635
87004,3,87004R3-1639,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-2124,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-1010,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-0925,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-0839,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-2324,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1350,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1854,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-0915,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1830,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-0854,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-1124,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1130,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-0530,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-2124,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1734,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-0724,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-1239,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-2054,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-2124,Böfingen Süd,0,,87004H0-2324
87004,2,87004H2-1348,Böfingen Süd,0,,87004H2-1428
87004,0,87004R0-0714,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1715,Grimmelfingen,1,,87004R2-1635
87004,3,87004H3-2224,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1155,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1705,Grimmelfingen,1,,87004R0-1524
87004,2,87004R2-1154,Grimmelfingen,1,,87004R2-1635
87004,Fb,87004H3-2424,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1714,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1548,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-0828,Böfingen Süd,0,,87004H2-1428
87004,3,87004R3-1054,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1115,Grimmelfingen,1,,87004R2-1635
87004,0,87004H0-2254,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1547,Böfingen Süd,0,,87004H2-1428
87004,3,87004R3-1324,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-0654,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-1754,Grimmelfingen,1,,87004R2-1635
87004,2,87004R2-1054,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-0634,Grimmelfingen,1,,87004R2-1635
87004,0,87004H0-1945,Böfingen Süd,0,,87004H2-1428
87004,3,87004H3-1145,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-0808,Böfingen Süd,0,,87004H2-1428
87004,0,87004R0-1255,Grimmelfingen,1,,87004R2-1635
87004,0,87004H0-1527,Böfingen Süd,0,,87004H2-1428
87004,2,87004R2-1555,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1730,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-1724,Böfingen Süd,0,,87004H0-2324
87004,2,87004R2-0739,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-1008,Böfingen Süd,0,,87004H2-1428
87004,0,87004H0-1924,Böfingen Süd,0,,87004H0-2324
87004,3,87004R3-1824,Grimmelfingen,1,,87004R2-1635
87004,3,87004H3-1554,Böfingen Süd,0,,87004H0-2324
87004,2,87004R2-0854,Grimmelfingen,1,,87004R2-1635
87004,3,87004R3-1424,Grimmelfingen,1,,87004R2-1635
87004,3,87004R3-0924,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-1709,Grimmelfingen,1,,87004R0-1524
87004,3,87004R3-1854,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1750,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1108,Böfingen Süd,0,,87004H2-1428
87004,3,87004R3-2354,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-1549,Böfingen Süd,0,,87004H0-2324
87004,3,87004H3-1754,Böfingen Süd,0,,87004H0-2324
87004,3,87004R3-0524,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-1654,Grimmelfingen,1,,87004R2-1635
87004,0,87004H0-1208,Böfingen Süd,0,,87004H2-1428
87004,2,87004H2-0724,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-2224,Grimmelfingen,1,,87004R0-1524
87004,0,87004H0-1148,Böfingen Süd,0,,87004H2-1428
87004,2,87004R2-2009,Grimmelfingen,1,,87004R0-1524
87004,0,87004R0-1804,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1954,Böfingen Süd,0,,87004H0-2324
87004,0,87004H0-1529,Böfingen Süd,0,,87004H0-2324
87004,0,87004R0-1724,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1630,Böfingen Süd,0,,87004H0-2324
87004,2,87004R2-1455,Grimmelfingen,1,,87004R2-1635
87004,0,87004R0-0854,Grimmelfingen,1,,87004R2-1635
87004,2,87004H2-1945,Böfingen Süd,0,,87004H2-1428
87004,3,87004R3-1739,Grimmelfingen,1,,87004R0-1524
87004,2,87004H2-1628,Böfingen Süd,0,,87004H2-1428
